Worker ID,Date,Raw Effort,Application,Repo,Task id
43425005,15/09/2015,75.68,Application 134,Repo 676,
43425005,16/09/2015,0.19,Application 134,Repo 676,
43425005,24/09/2015,27.95,Application 134,Repo 676,
43425005,28/09/2015,15.33,Application 134,Repo 676,
43425016,02/07/2015,11.61,Null,Repo 478,
43425016,06/07/2015,1.38,Null,Repo 478,
43425016,24/07/2015,8.98,Null,Repo 478,
43425016,27/07/2015,14.25,Null,Repo 478,
43425016,28/07/2015,7.23,Null,Repo 478,
43425016,29/07/2015,24.83,Null,Repo 478,
43425016,03/08/2015,9.77,Null,Repo 478,
43425016,06/08/2015,6.63,Null,Repo 478,
43425016,07/08/2015,6.35,Null,Repo 478,
43425016,25/08/2015,49.21,Null,Repo 478,
43425016,25/08/2015,146.25,Null,Repo 478,gyc-94
43425016,27/08/2015,38.56,Null,Repo 478,
43425016,31/08/2015,8.66,Null,Repo 478,
43425016,02/09/2015,5.37,Null,Repo 478,
43425016,03/09/2015,3.44,Null,Repo 478,
43425016,04/09/2015,12.78,Null,Repo 478,
43425016,04/09/2015,44.06,Null,Repo 478,gyc-96
43425016,09/09/2015,22.46,Null,Repo 478,
43425016,11/09/2015,0.1,Null,Repo 478,
43425016,14/09/2015,3.89,Null,Repo 478,
43425016,16/09/2015,33.03,Null,Repo 478,
43425016,21/09/2015,6.05,Null,Repo 478,
43425016,22/09/2015,19.5,Null,Repo 478,
43425016,23/09/2015,15.48,Null,Repo 478,
43425016,30/09/2015,57.34,Null,Repo 478,
43425023,15/07/2015,22.53,Application 190,Repo 815,
43425023,20/07/2015,63.42,Application 190,Repo 815,
43425023,21/07/2015,34.46,Application 190,Repo 815,
43425023,23/07/2015,12.56,Application 190,Repo 815,
43425023,31/07/2015,3.4,Application 190,Repo 815,
43425023,03/08/2015,4.91,Application 190,Repo 815,
43425023,02/07/2015,5.04,Application 190,Repo 816,
43425023,06/07/2015,87.01,Application 190,Repo 816,
43425023,07/07/2015,51.57,Application 190,Repo 816,
43425023,08/07/2015,10.13,Application 190,Repo 816,
43425023,09/07/2015,47.81,Application 190,Repo 816,
43425023,14/07/2015,60.39,Application 190,Repo 816,
43425023,31/07/2015,25.52,Application 190,Repo 816,
43425023,03/08/2015,7.75,Application 190,Repo 816,
43425023,05/08/2015,3.4,Application 190,Repo 816,
43425023,06/07/2015,8.08,Application 190,Repo 817,
43425023,10/07/2015,22.34,Application 190,Repo 817,
43425023,22/07/2015,16.52,Application 190,Repo 817,
43425023,28/07/2015,21.65,Application 190,Repo 817,
43425023,31/07/2015,2.76,Application 190,Repo 817,
43425023,03/08/2015,14.8,Application 190,Repo 817,
43425023,04/08/2015,5.65,Application 190,Repo 817,
43425023,05/08/2015,7.61,Application 190,Repo 817,
43425023,07/08/2015,3.39,Application 190,Repo 817,
43425023,02/07/2015,29.56,Application 190,Repo 818,
43425023,15/07/2015,0.11,Application 190,Repo 818,
43425023,22/07/2015,5.93,Application 190,Repo 818,scb-6372
43425023,24/07/2015,13.66,Application 190,Repo 818,
43425023,28/07/2015,5.95,Application 190,Repo 818,
43425023,29/07/2015,9.87,Application 190,Repo 818,
43425023,03/08/2015,7.34,Application 190,Repo 818,
43425023,05/08/2015,1.72,Application 190,Repo 818,
43425023,07/08/2015,3.52,Application 190,Repo 818,
43425023,01/07/2015,41.61,Application 190,Repo 819,
43425023,02/07/2015,40.39,Application 190,Repo 819,
43425023,06/07/2015,5.1,Application 190,Repo 819,
43425023,07/07/2015,33.32,Application 190,Repo 819,
43425023,08/07/2015,53.03,Application 190,Repo 819,
43425023,09/07/2015,8.86,Application 190,Repo 819,
43425023,14/07/2015,25.4,Application 190,Repo 819,
43425023,15/07/2015,32.6,Application 190,Repo 819,
43425023,22/07/2015,81.62,Application 190,Repo 819,
43425023,23/07/2015,13.6,Application 190,Repo 819,
43425023,24/07/2015,28.2,Application 190,Repo 819,
43425023,28/07/2015,12.52,Application 190,Repo 819,
43425023,31/07/2015,22.85,Application 190,Repo 819,
43425023,03/08/2015,3.79,Application 190,Repo 819,
43425023,05/08/2015,5.79,Application 190,Repo 819,
43425023,07/08/2015,17.12,Application 190,Repo 819,
43425023,10/07/2015,78.96,Application 190,Repo 1622,
43425023,14/07/2015,59.85,Application 190,Repo 1622,
43425023,21/07/2015,75.22,Application 190,Repo 1622,
43425023,22/07/2015,49.41,Application 190,Repo 1622,
43425023,03/08/2015,0.06,Application 190,Repo 1622,
43425025,11/08/2015,4.04,Application 190,Repo 1623,
43425025,21/07/2015,13.69,Application 190,Repo 815,scb-5982
43425025,22/07/2015,6,Application 190,Repo 815,
43425025,27/07/2015,6.91,Application 190,Repo 815,
43425025,05/08/2015,24.11,Application 190,Repo 815,
43425025,20/08/2015,16.91,Application 190,Repo 815,
43425025,24/08/2015,18.94,Application 190,Repo 815,
43425025,25/08/2015,4.09,Application 190,Repo 815,
43425025,03/09/2015,5.86,Application 190,Repo 815,
43425025,21/09/2015,12.03,Application 190,Repo 815,scb-7111
43425025,18/09/2015,6.91,Application 190,Repo 1451,
43425025,01/07/2015,52.16,Application 190,Repo 816,
43425025,03/07/2015,55.68,Application 190,Repo 816,scb-6297
43425025,06/07/2015,52.18,Application 190,Repo 816,scb-5982
43425025,07/07/2015,14.04,Application 190,Repo 816,scb-5982
43425025,07/07/2015,21,Application 190,Repo 816,scb-6399
43425025,08/07/2015,42,Application 190,Repo 816,scb-6297
43425025,08/07/2015,7.71,Application 190,Repo 816,scb-6399
43425025,08/07/2015,7.08,Application 190,Repo 816,scb-6440
43425025,09/07/2015,66,Application 190,Repo 816,scb-6297
43425025,13/07/2015,3,Application 190,Repo 816,
43425025,13/07/2015,10.68,Application 190,Repo 816,scb-6132
43425025,14/07/2015,75.49,Application 190,Repo 816,
43425025,14/07/2015,13.84,Application 190,Repo 816,scb-6297
43425025,23/07/2015,11.42,Application 190,Repo 816,
43425025,24/07/2015,15.24,Application 190,Repo 816,
43425025,27/07/2015,4.92,Application 190,Repo 816,
43425025,30/07/2015,3.84,Application 190,Repo 816,
43425025,05/08/2015,38.62,Application 190,Repo 816,
43425025,12/08/2015,5.91,Application 190,Repo 816,
43425025,24/08/2015,17.24,Application 190,Repo 816,
43425025,25/08/2015,3.87,Application 190,Repo 816,
43425025,01/09/2015,17.73,Application 190,Repo 816,
43425025,03/09/2015,14.76,Application 190,Repo 816,
43425025,04/09/2015,26.38,Application 190,Repo 816,
43425025,18/09/2015,5.89,Application 190,Repo 816,
43425025,21/09/2015,8.19,Application 190,Repo 816,scb-7111
43425025,23/09/2015,6.3,Application 190,Repo 816,scb-7374
43425025,25/09/2015,12.97,Application 190,Repo 816,
43425025,08/07/2015,6.93,Application 190,Repo 817,
43425025,09/07/2015,25.22,Application 190,Repo 817,
43425025,21/07/2015,13.84,Application 190,Repo 817,
43425025,27/07/2015,25.79,Application 190,Repo 817,
43425025,28/07/2015,20.94,Application 190,Repo 817,
43425025,31/07/2015,4.12,Application 190,Repo 817,
43425025,05/08/2015,57.19,Application 190,Repo 817,
43425025,12/08/2015,34.11,Application 190,Repo 817,
43425025,24/08/2015,76.51,Application 190,Repo 817,
43425025,25/08/2015,33.71,Application 190,Repo 817,
43425025,28/08/2015,44.59,Application 190,Repo 817,
43425025,01/09/2015,13.4,Application 190,Repo 817,
43425025,03/09/2015,28.13,Application 190,Repo 817,
43425025,04/09/2015,60.27,Application 190,Repo 817,
43425025,23/09/2015,2.27,Application 190,Repo 817,
43425025,13/07/2015,15.76,Application 190,Repo 818,
43425025,14/07/2015,5.49,Application 190,Repo 818,
43425025,21/07/2015,11.6,Application 190,Repo 818,scb-5982
43425025,22/07/2015,3.27,Application 190,Repo 818,
43425025,27/07/2015,38.46,Application 190,Repo 818,
43425025,05/08/2015,16.48,Application 190,Repo 818,
43425025,12/08/2015,1.79,Application 190,Repo 818,
43425025,24/08/2015,13.64,Application 190,Repo 818,
43425025,18/09/2015,8.14,Application 190,Repo 818,scb-7111
43425025,21/09/2015,12.67,Application 190,Repo 818,scb-7111
43425025,06/07/2015,24.34,Application 190,Repo 819,
43425025,07/07/2015,25.33,Application 190,Repo 819,
43425025,08/07/2015,10.86,Application 190,Repo 819,
43425025,14/07/2015,22.5,Application 190,Repo 819,
43425025,21/07/2015,0.01,Application 190,Repo 819,
43425025,23/07/2015,22.75,Application 190,Repo 819,
43425025,27/07/2015,11.63,Application 190,Repo 819,
43425025,28/07/2015,4.37,Application 190,Repo 819,
43425025,12/08/2015,43.36,Application 190,Repo 819,
43425025,24/08/2015,18.61,Application 190,Repo 819,
43425025,28/09/2015,14.44,Application 190,Repo 819,
43425098,10/07/2015,35.11,Application 152,Repo 772,jcb-4561
43425098,14/07/2015,12.57,Application 152,Repo 772,jcb-4262
43425098,16/07/2015,34.87,Application 152,Repo 772,jcb-4282
43425098,17/07/2015,7.25,Application 152,Repo 772,jcb-4262
43425098,17/07/2015,24.3,Application 152,Repo 772,jcb-4282
43425098,20/07/2015,12.88,Application 152,Repo 772,jcb-4262
43425098,29/07/2015,3.93,Application 152,Repo 772,jcb-4695
43425098,04/08/2015,66.8,Application 152,Repo 772,jcb-4437
43425098,05/08/2015,29.53,Application 152,Repo 772,jcb-2604
43425098,06/08/2015,3.99,Application 152,Repo 772,jcb-2604
43425098,07/08/2015,10.41,Application 152,Repo 772,jcb-2604
43425098,10/08/2015,5.8,Application 152,Repo 772,jcb-2604
43425098,12/08/2015,130.22,Application 152,Repo 772,
43425098,13/08/2015,1.74,Application 152,Repo 772,jcb-2604
43425098,01/09/2015,40.17,Application 152,Repo 772,jcb-4437
43425098,03/09/2015,2.85,Application 152,Repo 772,jcb-2604
43425098,03/09/2015,11.75,Application 152,Repo 772,jcb-4873
43425098,04/09/2015,25.99,Application 152,Repo 772,jcb-2604
43425098,07/09/2015,7.63,Application 152,Repo 772,jcb-2604
43425098,28/09/2015,31.67,Application 152,Repo 772,jcb-4889
43425098,29/09/2015,25.48,Application 152,Repo 772,jcb-4888
43425101,02/07/2015,10.71,Application 190,Repo 1624,
43425101,18/09/2015,101.38,Application 190,Repo 1625,
43425101,20/09/2015,34.24,Application 190,Repo 1625,
43425101,21/09/2015,73.53,Application 190,Repo 1625,
43425101,23/09/2015,29.4,Application 190,Repo 1625,
43425101,24/09/2015,2.74,Application 190,Repo 1625,
43425101,25/09/2015,161.95,Application 190,Repo 1625,
43425101,29/09/2015,8.69,Application 190,Repo 1625,
43425101,30/09/2015,7.62,Application 190,Repo 1625,
43425101,29/09/2015,2.75,Application 190,Repo 1347,
43425101,30/09/2015,17.26,Application 190,Repo 1347,
43425101,03/07/2015,23.35,Application 190,Repo 815,
43425101,06/07/2015,5.5,Application 190,Repo 815,
43425101,09/07/2015,23.3,Application 190,Repo 815,
43425101,10/07/2015,18.65,Application 190,Repo 815,
43425101,23/07/2015,0.01,Application 190,Repo 815,
43425101,24/07/2015,21.21,Application 190,Repo 815,
43425101,27/07/2015,10.72,Application 190,Repo 815,
43425101,31/07/2015,7.18,Application 190,Repo 815,
43425101,06/08/2015,0.01,Application 190,Repo 815,
43425101,21/08/2015,10.26,Application 190,Repo 815,
43425101,26/08/2015,2.05,Application 190,Repo 815,
43425101,28/08/2015,1.58,Application 190,Repo 815,
43425101,16/09/2015,29.86,Application 190,Repo 815,
43425101,30/09/2015,20.76,Application 190,Repo 815,
43425101,06/08/2015,281.08,Application 190,Repo 1626,
43425101,09/08/2015,43.7,Application 190,Repo 1626,
43425101,10/08/2015,35.33,Application 190,Repo 1626,
43425101,11/08/2015,41.23,Application 190,Repo 1626,
43425101,13/08/2015,8.21,Application 190,Repo 1626,
43425101,18/08/2015,8.31,Application 190,Repo 1626,
43425101,19/08/2015,0,Application 190,Repo 1626,
43425101,20/08/2015,88.26,Application 190,Repo 1626,
43425101,11/09/2015,5.89,Application 190,Repo 1626,
43425101,12/09/2015,4.5,Application 190,Repo 1626,
43425101,14/09/2015,1.88,Application 190,Repo 1626,
43425101,29/07/2015,16.3,Application 190,Repo 1386,
43425101,31/07/2015,27.36,Application 190,Repo 1386,
43425101,10/08/2015,6.21,Application 190,Repo 1386,
43425101,21/09/2015,47.73,Application 190,Repo 1386,
43425101,22/09/2015,3.41,Application 190,Repo 1386,
43425101,23/09/2015,34.04,Application 190,Repo 1386,
43425101,24/09/2015,15.38,Application 190,Repo 1386,
43425101,01/07/2015,24.09,Application 190,Repo 816,
43425101,02/07/2015,20.08,Application 190,Repo 816,
43425101,06/07/2015,25.1,Application 190,Repo 816,
43425101,09/07/2015,21.89,Application 190,Repo 816,
43425101,14/07/2015,24.26,Application 190,Repo 816,
43425101,23/07/2015,48.91,Application 190,Repo 816,
43425101,24/07/2015,28.18,Application 190,Repo 816,
43425101,29/07/2015,16.95,Application 190,Repo 816,
43425101,31/07/2015,8.88,Application 190,Repo 816,
43425101,04/08/2015,14.01,Application 190,Repo 816,
43425101,06/08/2015,14.96,Application 190,Repo 816,
43425101,11/08/2015,28.79,Application 190,Repo 816,
43425101,25/08/2015,24.39,Application 190,Repo 816,
43425101,26/08/2015,10.67,Application 190,Repo 816,
43425101,28/08/2015,2.98,Application 190,Repo 816,
43425101,02/09/2015,41.38,Application 190,Repo 816,
43425101,16/09/2015,30.38,Application 190,Repo 816,
43425101,09/07/2015,40.83,Application 190,Repo 817,
43425101,14/07/2015,5.04,Application 190,Repo 817,
43425101,15/07/2015,21.75,Application 190,Repo 817,
43425101,16/07/2015,3.65,Application 190,Repo 817,
43425101,21/07/2015,12,Application 190,Repo 817,
43425101,23/07/2015,18.25,Application 190,Repo 817,
43425101,24/07/2015,17.67,Application 190,Repo 817,
43425101,28/07/2015,15.92,Application 190,Repo 817,
43425101,29/07/2015,20.3,Application 190,Repo 817,
43425101,31/07/2015,40.43,Application 190,Repo 817,
43425101,04/08/2015,3.56,Application 190,Repo 817,
43425101,06/08/2015,10.38,Application 190,Repo 817,
43425101,11/08/2015,22.11,Application 190,Repo 817,
43425101,18/08/2015,2.77,Application 190,Repo 817,
43425101,19/08/2015,55.04,Application 190,Repo 817,
43425101,24/08/2015,4.37,Application 190,Repo 817,
43425101,25/08/2015,1.82,Application 190,Repo 817,
43425101,26/08/2015,54.8,Application 190,Repo 817,
43425101,27/08/2015,7.31,Application 190,Repo 817,
43425101,28/08/2015,4.72,Application 190,Repo 817,
43425101,02/09/2015,6.55,Application 190,Repo 817,
43425101,04/09/2015,0.01,Application 190,Repo 817,
43425101,09/09/2015,15.37,Application 190,Repo 817,
43425101,16/09/2015,70.33,Application 190,Repo 817,
43425101,17/09/2015,1.82,Application 190,Repo 817,
43425101,25/09/2015,41.56,Application 190,Repo 817,
43425101,28/09/2015,10.6,Application 190,Repo 817,
43425101,29/09/2015,8.81,Application 190,Repo 817,
43425101,30/09/2015,34.89,Application 190,Repo 817,
43425101,01/07/2015,47.57,Application 190,Repo 818,
43425101,03/07/2015,3.69,Application 190,Repo 818,
43425101,06/07/2015,3.62,Application 190,Repo 818,
43425101,09/07/2015,22.88,Application 190,Repo 818,
43425101,10/07/2015,19.6,Application 190,Repo 818,
43425101,14/07/2015,4.82,Application 190,Repo 818,
43425101,21/07/2015,9.64,Application 190,Repo 818,
43425101,22/07/2015,44.4,Application 190,Repo 818,
43425101,23/07/2015,15.67,Application 190,Repo 818,
43425101,27/07/2015,57.87,Application 190,Repo 818,
43425101,28/07/2015,40.68,Application 190,Repo 818,
43425101,29/07/2015,2.4,Application 190,Repo 818,
43425101,31/07/2015,27.92,Application 190,Repo 818,
43425101,06/08/2015,3.06,Application 190,Repo 818,
43425101,11/08/2015,19.44,Application 190,Repo 818,
43425101,18/08/2015,48.5,Application 190,Repo 818,
43425101,19/08/2015,23.52,Application 190,Repo 818,
43425101,21/08/2015,24.07,Application 190,Repo 818,
43425101,26/08/2015,7.69,Application 190,Repo 818,
43425101,27/08/2015,1.93,Application 190,Repo 818,
43425101,28/08/2015,2.81,Application 190,Repo 818,
43425101,16/09/2015,61.1,Application 190,Repo 818,
43425101,30/09/2015,56.32,Application 190,Repo 818,
43425101,02/07/2015,0,Application 190,Repo 1387,
43425101,07/07/2015,26.66,Application 190,Repo 1387,
43425101,31/07/2015,23.41,Application 190,Repo 1387,
43425101,29/09/2015,0.01,Application 190,Repo 1627,
43425101,01/07/2015,43.16,Application 190,Repo 819,
43425101,02/07/2015,14.42,Application 190,Repo 819,
43425101,03/07/2015,12.93,Application 190,Repo 819,
43425101,06/07/2015,24.34,Application 190,Repo 819,
43425101,09/07/2015,18.41,Application 190,Repo 819,
43425101,10/07/2015,29.28,Application 190,Repo 819,
43425101,14/07/2015,21.78,Application 190,Repo 819,
43425101,21/07/2015,14.23,Application 190,Repo 819,
43425101,22/07/2015,5.98,Application 190,Repo 819,
43425101,23/07/2015,63.54,Application 190,Repo 819,
43425101,27/07/2015,12.04,Application 190,Repo 819,
43425101,28/07/2015,6.29,Application 190,Repo 819,
43425101,29/07/2015,5.36,Application 190,Repo 819,
43425101,31/07/2015,16.36,Application 190,Repo 819,
43425101,04/08/2015,9.46,Application 190,Repo 819,
43425101,06/08/2015,4.72,Application 190,Repo 819,
43425101,18/08/2015,5.14,Application 190,Repo 819,
43425101,24/08/2015,82.18,Application 190,Repo 819,
43425101,25/08/2015,56.42,Application 190,Repo 819,
43425101,26/08/2015,19.71,Application 190,Repo 819,
43425101,27/08/2015,3.37,Application 190,Repo 819,
43425101,28/08/2015,4.49,Application 190,Repo 819,
43425101,02/09/2015,35.9,Application 190,Repo 819,
43425101,04/09/2015,0.03,Application 190,Repo 819,
43425101,10/09/2015,1.95,Application 190,Repo 819,
43425101,16/09/2015,66.98,Application 190,Repo 819,
43425101,30/09/2015,25,Application 190,Repo 819,
43425101,16/07/2015,27.81,Application 190,Repo 820,
43425101,12/08/2015,48.81,Application 190,Repo 820,
43425101,27/08/2015,28.27,Application 190,Repo 820,
43425101,28/08/2015,16.31,Application 190,Repo 820,
43425101,02/09/2015,87.69,Application 190,Repo 820,
43425101,03/09/2015,9.81,Application 190,Repo 820,
43425101,04/09/2015,33.42,Application 190,Repo 820,
43425101,03/08/2015,0,Application 190,Repo 1388,
43425101,07/07/2015,5.01,Application 190,Repo 1628,
43425101,09/07/2015,29.08,Application 190,Repo 1628,
43425101,24/07/2015,8.41,Application 190,Repo 1628,
43425101,30/09/2015,138.59,Application 190,Repo 1629,
43425201,03/09/2015,692.96,Application 192,Repo 1015,
43425201,30/09/2015,8.68,Application 192,Repo 1015,
43425222,09/07/2015,36.14,Application 274,Repo 1456,
43425222,24/08/2015,58.05,Application 274,Repo 1456,
43425225,03/07/2015,96.6,Application 58,Repo 880,
43425225,13/07/2015,23.17,Application 58,Repo 880,
43425225,15/07/2015,17.12,Application 58,Repo 880,
43425225,17/07/2015,6.03,Application 58,Repo 880,
43425225,20/07/2015,10.01,Application 58,Repo 880,
43425225,31/07/2015,37.33,Application 58,Repo 880,
43425225,12/08/2015,57.18,Application 58,Repo 880,
43425225,13/08/2015,23.14,Application 58,Repo 880,
43425225,17/08/2015,14.47,Application 58,Repo 880,
43425225,21/08/2015,100.59,Application 58,Repo 880,
43425225,24/08/2015,37.17,Application 58,Repo 880,
43425225,25/08/2015,157.41,Application 58,Repo 880,
43425225,26/08/2015,0.01,Application 58,Repo 880,
43425225,28/08/2015,4.29,Application 58,Repo 880,
43425225,02/09/2015,33.95,Application 58,Repo 880,
43425225,10/09/2015,112.86,Application 58,Repo 880,
43425225,15/09/2015,67.63,Application 58,Repo 880,
43425225,16/09/2015,30.07,Application 58,Repo 880,
43425225,23/09/2015,36.15,Application 58,Repo 880,
43425225,28/09/2015,22.65,Application 58,Repo 880,
43425236,11/09/2015,564.51,Application 399,Repo 1518,
43425245,02/07/2015,4.56,Application 69,Repo 359,xlb-7392
43425245,07/07/2015,23.38,Application 69,Repo 359,xlb-7629
43425245,10/07/2015,38.22,Application 69,Repo 359,xlb-7629
43425245,13/07/2015,4.86,Application 69,Repo 359,xlb-7629
43425245,14/07/2015,14.78,Application 69,Repo 359,xlb-7631
43425245,24/07/2015,16.39,Application 69,Repo 359,xlb-7798
43425245,24/07/2015,4.83,Application 69,Repo 359,xlb-7808
43425245,27/07/2015,8.4,Application 69,Repo 359,xlb-7812
43425245,29/07/2015,2.56,Application 69,Repo 359,xlb-7391
43425245,07/08/2015,4.86,Application 69,Repo 359,xlb-7864
43425245,11/09/2015,3.7,Application 69,Repo 359,xlb-7930
43425245,16/09/2015,0.16,Application 69,Repo 359,xlb-7930
43425245,17/09/2015,2.54,Application 69,Repo 359,xlb-7930
43425245,18/09/2015,0.98,Application 69,Repo 359,xlb-999
43425267,17/09/2015,20.56,Application 25,Repo 411,
43425267,16/09/2015,81.95,Application 25,Repo 356,
43425267,17/09/2015,43.66,Application 25,Repo 356,
43425267,18/09/2015,57.15,Application 25,Repo 356,
43425267,21/09/2015,42.09,Application 25,Repo 356,
43425267,22/09/2015,25.07,Application 25,Repo 356,
43425267,23/09/2015,36.49,Application 25,Repo 356,
43425267,24/09/2015,19.83,Application 25,Repo 356,
43425277,03/07/2015,102.04,Null,Repo 649,
43425277,06/07/2015,20.26,Null,Repo 649,
43425277,08/07/2015,5.15,Null,Repo 649,
43425277,08/07/2015,0.61,Null,Repo 649,jgb-4155
43425277,09/07/2015,2.01,Null,Repo 649,jgb-4155
43425277,10/07/2015,22.83,Null,Repo 649,
43425277,13/07/2015,23.37,Null,Repo 649,
43425277,16/07/2015,30.79,Null,Repo 649,
43425277,17/07/2015,42.35,Null,Repo 649,
43425277,22/07/2015,41.09,Null,Repo 649,
43425277,23/07/2015,6.06,Null,Repo 649,
43425277,18/08/2015,33.67,Null,Repo 649,jgb-4852
43425277,19/08/2015,29.91,Null,Repo 649,
43425277,25/08/2015,13.74,Null,Repo 649,
43425277,26/08/2015,2.37,Null,Repo 649,
43425277,28/08/2015,36.98,Null,Repo 649,jgb-4852
43425277,28/08/2015,2.3,Null,Repo 649,jgb-5184
43425277,09/09/2015,9.14,Null,Repo 649,
43425277,10/09/2015,5.47,Null,Repo 649,
43425277,11/09/2015,42.17,Null,Repo 649,
43425277,14/09/2015,7.89,Null,Repo 649,
43425277,15/09/2015,91.31,Null,Repo 649,
43425277,18/09/2015,29.21,Null,Repo 649,
43425277,23/09/2015,40.48,Null,Repo 649,
43425277,24/09/2015,23.56,Null,Repo 649,
43425277,30/09/2015,10.62,Null,Repo 649,
43425284,21/07/2015,41.27,Application 128,Repo 646,
43425294,11/08/2015,43.99,Application 37,Repo 205,vgb-13154
43425294,13/08/2015,54.44,Application 37,Repo 205,vgb-13154
43425294,14/08/2015,30.87,Application 37,Repo 205,vgb-13154
43425294,21/08/2015,7.04,Application 37,Repo 205,
43425294,27/08/2015,45.76,Application 37,Repo 205,vgb-13154
43425294,28/08/2015,10.73,Application 37,Repo 205,vgb-13154
43425294,02/07/2015,0,Application 37,Repo 24,ugb-7157
43425294,06/07/2015,0,Application 37,Repo 24,ugb-7157
43425294,08/07/2015,0,Application 37,Repo 24,ugb-7157
43425294,21/07/2015,0,Application 37,Repo 24,ugb-7156
43425294,28/07/2015,0,Application 37,Repo 24,
43425294,30/07/2015,0,Application 37,Repo 24,
43425294,02/07/2015,0,Application 37,Repo 25,ugb-7157
43425294,09/07/2015,0,Application 37,Repo 25,ugb-7157
43425294,21/07/2015,0,Application 37,Repo 25,ugb-7156
43425294,28/07/2015,0,Application 37,Repo 25,
43425294,30/07/2015,0,Application 37,Repo 25,
43425294,02/09/2015,0,Application 37,Repo 25,
43425294,11/09/2015,0,Application 37,Repo 25,
43425294,01/07/2015,90.97,Application 37,Repo 162,ugb-7157
43425294,02/07/2015,28.68,Application 37,Repo 162,ugb-7157
43425294,03/07/2015,135.01,Application 37,Repo 162,ugb-7157
43425294,06/07/2015,33.16,Application 37,Repo 162,ugb-7158
43425294,07/07/2015,1.71,Application 37,Repo 162,ugb-7158
43425294,08/07/2015,82.3,Application 37,Repo 162,ugb-7158
43425294,09/07/2015,43.71,Application 37,Repo 162,ugb-7158
43425294,10/07/2015,53.52,Application 37,Repo 162,ugb-7158
43425294,17/07/2015,5.15,Application 37,Repo 162,ugb-7156
43425294,20/07/2015,41.01,Application 37,Repo 162,ugb-7156
43425294,21/07/2015,24.2,Application 37,Repo 162,
43425294,22/07/2015,10.43,Application 37,Repo 162,
43425294,27/07/2015,105.31,Application 37,Repo 162,
43425294,30/07/2015,141.13,Application 37,Repo 162,
43425294,20/08/2015,23.08,Application 37,Repo 162,ugb-8016
43425294,25/08/2015,7.67,Application 37,Repo 162,ugb-8062
43425294,03/09/2015,62.36,Application 37,Repo 162,ugb-8062
43425294,07/09/2015,0.39,Application 37,Repo 162,ugb-8062
43425294,10/09/2015,107.59,Application 37,Repo 162,ugb-8062
43425294,11/09/2015,8.92,Application 37,Repo 162,ugb-8062
43425294,21/09/2015,59.62,Application 37,Repo 162,ugb-8435
43425294,21/09/2015,134.26,Application 37,Repo 162,ugb-8438
43425294,22/09/2015,9.02,Application 37,Repo 162,ugb-8438
43425294,23/09/2015,35.29,Application 37,Repo 162,ugb-8438
43425294,24/09/2015,43.03,Application 37,Repo 162,ugb-8438
43425435,01/07/2015,9.42,Application 295,Repo 362,
43425435,01/07/2015,8.82,Application 239,Repo 363,
43425435,10/07/2015,18.46,Application 239,Repo 1469,
43425435,08/07/2015,35.47,Application 239,Repo 1470,
43425435,30/07/2015,13.15,Application 239,Repo 1470,
43425435,02/07/2015,35.21,Application 239,Repo 1245,ptb-619
43425435,03/07/2015,28.06,Application 239,Repo 1245,
43425435,03/07/2015,26.99,Application 239,Repo 1245,ptb-607
43425435,06/07/2015,34.51,Application 239,Repo 1245,ptb-607
43425435,06/07/2015,12.06,Application 239,Repo 1245,ptb-634
43425435,07/07/2015,64.65,Application 239,Repo 1245,ptb-648
43425435,08/07/2015,16.71,Application 239,Repo 1245,ptb-648
43425435,09/07/2015,70.79,Application 239,Repo 1245,ptb-667
43425435,10/07/2015,31.37,Application 239,Repo 1245,ptb-666
43425435,10/07/2015,18,Application 239,Repo 1245,ptb-667
43425435,21/07/2015,32.13,Application 239,Repo 1245,
43425435,21/07/2015,7.99,Application 239,Repo 1245,ptb-481
43425435,21/07/2015,41.77,Application 239,Repo 1245,ptb-628
43425435,22/07/2015,17.31,Application 239,Repo 1245,ptb-628
43425435,22/07/2015,84.82,Application 239,Repo 1245,ptb-664
43425435,24/07/2015,73.6,Application 239,Repo 1245,
43425435,24/07/2015,177.99,Application 239,Repo 1245,ptb-664
43425435,27/07/2015,69.97,Application 239,Repo 1245,
43425435,27/07/2015,18.17,Application 239,Repo 1245,ptb-702
43425435,28/07/2015,54.23,Application 239,Repo 1245,ptb-664
43425435,30/07/2015,4.11,Application 239,Repo 1245,
43425435,30/07/2015,128.52,Application 239,Repo 1245,ptb-691
43425435,31/07/2015,95.75,Application 239,Repo 1245,
43425435,03/08/2015,88.92,Application 239,Repo 1245,
43425435,05/08/2015,39.85,Application 239,Repo 1245,
43425435,05/08/2015,27.63,Application 239,Repo 1245,ptb-715
43425435,06/08/2015,35.67,Application 239,Repo 1245,ptb-453
43425435,07/08/2015,224.05,Application 239,Repo 1245,
43425435,07/08/2015,10.63,Application 239,Repo 1245,ptb-453
43425435,07/08/2015,27.08,Application 239,Repo 1245,ptb-682
43425435,10/08/2015,29.03,Application 239,Repo 1245,
43425435,11/08/2015,94.86,Application 239,Repo 1245,
43425435,11/08/2015,76.02,Application 239,Repo 1245,ptb-693
43425435,11/08/2015,6.99,Application 239,Repo 1245,ptb-733
43425435,12/08/2015,77.59,Application 239,Repo 1245,
43425435,12/08/2015,6.67,Application 239,Repo 1245,ptb-702
43425435,13/08/2015,44.92,Application 239,Repo 1245,
43425435,14/08/2015,6.4,Application 239,Repo 1245,
